snapshot_date,commence_time,home_team,away_team,market,player,selection,line,american_odds,book,model_probability,edge,calibrated_probability,calibrated_edge,gates_in_force
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,spread,,away,3.0,105,lowvig,0.4402237479775605,-0.04758113007122,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,spread,,home,-3.0,-116,lowvig,0.5597762520224409,0.022739214985403766,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,total_points,,over,44.5,-113,lowvig,0.43319195650298303,-0.09732447542189959,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,total_points,,under,44.5,-102,lowvig,0.5668080434970161,0.061857548447511124,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,moneyline,,away,,157,betonlineag,0.35688569313829177,-0.03221936522746699,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,moneyline,,home,,-180,betonlineag,0.6431143068617092,0.0002571640045663237,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,spread,,away,3.0,100,betonlineag,0.4402237479775605,-0.059776252022439524,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,spread,,home,-3.0,-120,betonlineag,0.5597762520224409,0.014321706567895442,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,total_points,,over,44.5,-115,betonlineag,0.43319195650298303,-0.10169176442724948,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,total_points,,under,44.5,-105,betonlineag,0.5668080434970161,0.054612921545796556,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,moneyline,,away,,153,williamhill_us,0.35688569313829177,-0.038371223857755654,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,moneyline,,home,,-182,williamhill_us,0.6431143068617092,-0.0022757640602766305,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,spread,,away,3.0,-102,williamhill_us,0.4402237479775605,-0.06472674707194448,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,spread,,home,-3.0,-118,williamhill_us,0.5597762520224409,0.01849184835271611,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,total_points,,over,44.5,-112,williamhill_us,0.43319195650298303,-0.09510993028946979,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,total_points,,under,44.5,-108,williamhill_us,0.5668080434970161,0.047577274266246805,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,moneyline,,away,,150,betrivers,0.35688569313829177,-0.04311430686170825,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,moneyline,,home,,-186,betrivers,0.6431143068617092,-0.007235343487941082,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,spread,,away,3.0,-103,betrivers,0.4402237479775605,-0.06716541458401593,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,spread,,home,-3.0,-120,betrivers,0.5597762520224409,0.014321706567895442,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,total_points,,over,44.5,-113,betrivers,0.43319195650298303,-0.09732447542189959,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,total_points,,under,44.5,-108,betrivers,0.5668080434970161,0.047577274266246805,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,moneyline,,away,,145,betmgm,0.35688569313829177,-0.05127757216783069,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,moneyline,,home,,-175,betmgm,0.6431143068617092,0.006750670498072875,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,spread,,away,3.5,-125,betmgm,0.45939926354300087,-0.09615629201255471,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,spread,,home,-3.5,-105,betmgm,0.5406007364570006,0.02840561450578105,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,total_points,,over,44.5,-110,betmgm,0.43319195650298303,-0.0906175673065408,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,total_points,,under,44.5,-108,betmgm,0.5668080434970161,0.047577274266246805,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,moneyline,,away,,150,bovada,0.35688569313829177,-0.04311430686170825,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,moneyline,,home,,-175,bovada,0.6431143068617092,0.006750670498072875,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,spread,,away,3.0,100,bovada,0.4402237479775605,-0.059776252022439524,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,spread,,home,-3.0,-120,bovada,0.5597762520224409,0.014321706567895442,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,total_points,,over,44.5,-110,bovada,0.43319195650298303,-0.0906175673065408,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,total_points,,under,44.5,-110,bovada,0.5668080434970161,0.04299851968749224,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,moneyline,,away,,147,mybookieag,0.35688569313829177,-0.04797260645684992,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,moneyline,,home,,-181,mybookieag,0.6431143068617092,-0.0010138070172943658,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,spread,,away,3.0,100,mybookieag,0.4402237479775605,-0.059776252022439524,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,spread,,home,-3.0,-120,mybookieag,0.5597762520224409,0.014321706567895442,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,total_points,,over,44.5,-110,mybookieag,0.43319195650298303,-0.0906175673065408,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,total_points,,under,44.5,-110,mybookieag,0.5668080434970161,0.04299851968749224,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_spread,,away,-19.5,1200,draftkings,0.03702347938560578,-0.039899597537471146,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_spread,,away,-18.5,1140,draftkings,0.041531652385087006,-0.03911350890523557,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_spread,,away,-17.5,1060,draftkings,0.04889079855326509,-0.03731609799845905,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_spread,,away,-16.5,950,draftkings,0.05917335148499737,-0.036064743753097865,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_spread,,away,-15.5,870,draftkings,0.06635514053739484,-0.03673764296775979,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_spread,,away,-14.5,810,draftkings,0.07452151605828097,-0.035368593831828915,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_spread,,away,-13.5,680,draftkings,0.08883399201657029,-0.039371136188557906,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_spread,,away,-12.5,620,draftkings,0.10108214115585809,-0.037806747733030804,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_spread,,away,-11.5,584,draftkings,0.11117100890622422,-0.035027821503132495,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_spread,,away,-10.5,535,draftkings,0.12707562412619935,-0.030404690834430564,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_spread,,away,-9.5,459,draftkings,0.14712693623189313,-0.031763940333402046,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_spread,,away,-8.5,430,draftkings,0.1608980885153298,-0.02778115676768908,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_spread,,away,-7.5,388,draftkings,0.17701532456171057,-0.027902708225174683,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_spread,,away,-6.5,311,draftkings,0.2027969497872921,-0.040512052645797936,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_spread,,away,-5.5,275,draftkings,0.2231091097700726,-0.043557556896594074,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_spread,,away,-4.5,250,draftkings,0.24022990587860518,-0.045484379835680516,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_spread,,away,-3.5,225,draftkings,0.2669904135451255,-0.04070189414718223,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_spread,,away,-2.5,168,draftkings,0.2961896528126612,-0.07694467554554779,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_spread,,away,-1.5,154,draftkings,0.316328254343519,-0.0773725330580558,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_spread,,away,1.5,120,draftkings,0.40274245060333574,-0.051803003942118786,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_spread,,away,2.5,108,draftkings,0.4251435846067111,-0.05562564616251969,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_spread,,away,3.5,-126,draftkings,0.45939926354300087,-0.09812286035080442,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_spread,,away,4.5,-141,draftkings,0.49251052588941596,-0.09255171477448448,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_spread,,away,5.5,-157,draftkings,0.514852713434885,-0.09604222819935626,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_spread,,away,6.5,-181,draftkings,0.5428089169766639,-0.1013191969023397,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_spread,,away,7.5,-230,draftkings,0.580233134079641,-0.11673656289005596,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_spread,,away,8.5,-257,draftkings,0.6049079173575889,-0.11498003782448396,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_spread,,away,9.5,-276,draftkings,0.6271437506209027,-0.1068988025705867,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_spread,,away,10.5,-328,draftkings,0.6612902566913631,-0.10506488349555276,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_spread,,away,11.5,-368,draftkings,0.6898560960631299,-0.09646869026165639,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_spread,,away,12.5,-403,draftkings,0.7089672363194744,-0.09222560662287149,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_spread,,away,13.5,-455,draftkings,0.7334372934949209,-0.08638252632489885,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_spread,,away,14.5,-571,draftkings,0.763595092049862,-0.08737361137785782,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_spread,,away,15.5,-640,draftkings,0.7817433339695289,-0.08312153089533603,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_spread,,away,16.5,-710,draftkings,0.7985762053692153,-0.07796700450732796,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_spread,,away,17.5,-860,draftkings,0.8239945265020123,-0.07183880683132104,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_spread,,away,18.5,-1020,draftkings,0.8431809349201191,-0.06753335079416656,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_spread,,away,19.5,-1180,draftkings,0.8555770950335733,-0.06629790496642674,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_spread,,away,20.5,-1420,draftkings,0.8726518796259021,-0.06155864668988742,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_spread,,away,21.5,-1920,draftkings,0.8912263932461554,-0.05926865625879507,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_spread,,away,22.5,-2300,draftkings,0.9017224971372413,-0.056610836196092085,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_spread,,away,23.5,-2800,draftkings,0.9113980153995834,-0.05411922597972696,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_spread,,away,24.5,-4100,draftkings,0.9260666293902415,-0.05012384680023463,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_spread,,away,25.5,-6300,draftkings,0.9358820503417655,-0.048492949658234474,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_spread,,away,26.5,-9300,draftkings,0.9418049598545274,-0.047556742273132224,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,alternate_spread,,home,19.5,-10000,draftkings,0.9629765206143944,-0.027122489286595663,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
